borrowRateModeFrom,borrowRateModeTo,pool,reserve,stableBorrowRate,timestamp,user,variableBorrowRate,type
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.97197043068953,1619275087,0xf8523151211e6cfb2d285b9b92f2ee517722253b,3.9439408613790574,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,5.5851908332963225,1607455195,0xd85e821b874cff4880031b96601dc73bfe92f48c,3.1703816665926454,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.894805835670661,1611798395,0xa9e923515ea12612d5ad31f4303261b59ea3b599,3.7896116713413233,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,8.987765207931657,1610216999,0x6126f2a1bd956630f810d5ea351c5a4d65cb5033,3.975530415863314,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,10.711150997181338,1611754470,0xb6794f812847edad3ce8212d4708f8e25f77555e,5.71115099718134,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.968722738969008,1618612838,0xc22060a0e86cc0ee5c24407303aec752e2791c3a,3.9374454779380166,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.762860511657562,1612621180,0xba681f15a7bacb49ccf4a6577f2b522869db90d8,3.5257210233151257,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.899933378960498,1618936804,0x45a38f2d0f0fb090360514f9f2de16769fbda3e8,3.799866757920996,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,WBTC,3.32180076532182,1621695228,0x34a0c4d43ced6dc7149b716f00ba8c70672a1a0d,0.2574406122574565,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.909143362973488,1615593378,0xe97f5363b77424332aae94e358a41ccbeb9e454b,3.818286725946977,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.950383737099852,1619562499,0x1ba6b82641c77ab1fc7bc734c5c3628199a8967d,3.900767474199703,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.8602365438552,1612053451,0xa4f99dd9a7bf9f010957e76833f8a632cef30fe0,5.8602365438552,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.994573068365446,1619485472,0xde38a4f997c4bb06e2085fc8bfa0f43032b40e98,3.989146136730891,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,9.53483652532148,1613867503,0xb8fc6fd16ab5f3b6652c6580c8b6208ddbd8b8a5,4.534836525321477,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.967943394256524,1614498260,0xd158637f7a7bac0e16e83e532b8d01edc77c4797,3.935886788513052,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,TUSD,8.897488886380748,1613668707,0x4652bcea70e07854a888cea053af13c6bfdcb8f0,3.794977772761495,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,5.4264223312152415,1609249418,0xc17905420d885c1967c9bbae432a518480f58cca,2.852844662430482,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.548061421857536,1624948449,0x447cdb5601fdffe8535cb1736e699a008c014db9,3.096122843715074,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.55890951587502,1622662839,0xe358e37b3b65d5ec6f01ce2c60773b863fdb7bc6,3.1178190317500403,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.963291251050448,1618854623,0xa49f89965ef9111773c0fc567f538b010c92be17,3.9265825021008927,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,13.127453680223292,1610187419,0x6126f2a1bd956630f810d5ea351c5a4d65cb5033,8.127453680223292,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.980516787161111,1613347834,0x717e61157ce63c7cd901dcb2f169f019d16c5ac9,3.961033574322224,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.950425201468045,1612677758,0x6536e7a30d5a912e422e464fc790fec22c86ef14,3.9008504029360873,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.345627381855005,1615670085,0xb6e69c51b46703eb68e05097bc27fb270bb8c1d5,6.345627381855004,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.991541743925122,1619344052,0xeb1c7938c41b1492ef15fe60992b468f24a0676f,3.983083487850247,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.660687165321743,1624081677,0xed31de49696c3c995f2dcae199567e2a685bb644,3.3213743306434877,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,29.843199806565107,1611024392,0xaa2d47dccec3828205801670c6b003d4957f0d75,24.843199806565107,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.563143887650227,1622946185,0x95bbbe7a52ca7c3f6fcc53879619e664d57e2d75,3.126287775300455,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,KNC,10.107149437634371,1614463306,0x3d5fa2cad191fed8dd0224967801831c209f8c75,5.685719550107495,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,5.999407891585618,1608598625,0x508d496036bc285487086a649e816fd5ca8f54ff,3.998815783171235,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.985427993374532,1611550924,0x205b993bb19930c80fb10ddf4f4c423e49c4caac,3.970855986749068,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.569910440991627,1622813950,0xa49f89965ef9111773c0fc567f538b010c92be17,3.139820881983255,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.938146231104502,1611254856,0x26c795a469719c032473687c8cc9e156b6fea660,3.876292462209005,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.989043221046153,1615751835,0xb1b0af046a10d5a58f91cae25425c9d7aa867c77,3.978086442092304,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.99811402732639,1617799160,0x233c09204a9bd98d2a80c3bf91a0fb37e9a96b16,3.996228054652777,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,9.0882074008577,1615520375,0xf40b3d16ae26262db9b19e0ec80d8a490c40bdcb,4.0882074008577,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.941354581021264,1612685908,0x3e4875cb28a5b4a14ca7de623da2bca494801bc6,3.8827091620425263,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,7.15644850635236,1608670814,0x6264b7f05facadaf24b71a96e1df3f46a654b799,5.156448506352359,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.544888761018264,1624830059,0xcbd0edbf33209e309b88c86772de17012d586fd6,3.089777522036528,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.894421101808652,1618719232,0xec24326dd4e8ea371b22a83912f5b1a420c9ef79,3.788842203617308,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.993764467243402,1619161134,0xb5c07a9fb691082697882e0dc13f0a5a10b6f185,3.987528934486802,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.959167579101488,1615622460,0x3302bf726082fc8f3adb9c2f85279c73812f9b00,3.918335158202975,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,8.98146316862613,1612672231,0x8cbd0842eca36e9a6156bd03a4b478df5f3a432f,3.96292633725226,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.75185431535027,1624806902,0x6717acfa83bfc9855e3f68208f82e16ad5948816,3.5037086307005416,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,19.032226312240823,1619562738,0xc72aed14386158960d0e93fecb83642e68482e4b,11.032226312240825,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,14.873721560106649,1619554400,0x78b58e4197c04d320a33c582ecc3e7e885f26a58,6.873721560106648,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.650406268935624,1623558776,0xfd90ad81ad93d9af1008a513d964f6fbc589034d,3.30081253787125,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.553611618873395,1622511275,0x8bb683d68f60845e78a61b33d6b1757e56d5e511,3.1072232377467937,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,KNC,12.5248617974338,1627488127,0xee439ee079ac05d9d33a6926a16e0c820fb2713a,7.61988943794704,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.963193784018918,1614478339,0xa8defb2e1fe760f02f39e3d07a2ba0605fd8eb28,3.9263875680378377,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,22.708185470552284,1612911405,0x8a3facc4d660a373bcc6f70ba92ee1d06b6d0f64,17.708185470552284,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,15.134216530879144,1619458326,0xef5c8dfb7abaa3acd759d77fb156cea315eb69b8,8.134216530879144,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.89903529828511,1626275228,0x746806ff971c3b33fe1bd6383efbe05ead8fb183,3.79807059657022,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,26.242504073140875,1619491914,0x79b03ba80a7aa612543f8445f8b1b944ece36fc8,18.24250407314088,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.65687477238661,1626728848,0x035fc3b0ec2487c1c9def561f578ec77a06b1b12,3.313749544773221,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,8.826861566483085,1615100929,0xb8fc6fd16ab5f3b6652c6580c8b6208ddbd8b8a5,3.6537231329661712,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.936406889782592,1609862010,0xeb43b5597e3bde0b0c03ee6731ba7c0247e1581e,3.872813779565182,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.98541786705064,1614007896,0x1f8dec5061b0d9bf17e5828f249142b39dab84b4,3.9708357341012808,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,WETH,5.575415874880331,1616563043,0xc22060a0e86cc0ee5c24407303aec752e2791c3a,2.060332699904265,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.835567443259954,1616351312,0xc58b20c01c1f24e72ee2c36a773ef48e774ea595,3.671134886519909,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.884752215930094,1610504562,0x321ded1fabaa2cce3887175d63623de999dc10ea,3.769504431860188,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,11.884696841540991,1610226929,0x12de54791044b6fbce2680338e207e5aa18c5aa3,6.884696841540991,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,16.295590087170023,1620156064,0x074d7eb0afd2fb2d6e569661d023729252b75179,9.29559008717002,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,8.880598643031554,1609872449,0x0e056b54155e50b1b354251db366f6bf0699ab85,3.761197286063108,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,16.04777992734445,1614475827,0x32388335cb1381d7e192a875ec1267fcdc8474a1,11.04777992734445,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,13.193671431671156,1610956071,0xb8a4863b53f4c0674eaa382a1e00b3808faacf2a,8.193671431671156,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,WBTC,4.16634473979471,1611814865,0x10b4c1fbcc63e90b8747c6f4f7b072b516c7d439,0.9330757918357684,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.885216472040607,1614907722,0x6cc45f1abb48e56aed35e2ea6749d7313fb9f1e9,3.770432944081216,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,13.728667949623697,1618632012,0x16f037a3ddf53da1b047a926e1833219f0a8e1fc,5.728667949623697,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.746526998333495,1614518651,0x4b8bd5e2cf59f4dc2eba7c40bb3072b962712b9c,3.49305399666699,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,ENJ,2.764347630656483,1608556093,0x00b73697688bbb4ceec57c1271fe4a772029a511,1.9350433414595385,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.384497599960376,1622967667,0xae545ab4ab74ae1a93907551bedf229f477c29eb,2.7689951999207536,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,24.02598112299668,1613511300,0x58b297c5a37303b6492b1c153c19de75ae44baad,19.02598112299668,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.956667064645528,1618805406,0xc17905420d885c1967c9bbae432a518480f58cca,3.9133341292910586,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.973809840229396,1622888684,0x3d3804161f1e2aa2c837d31d73552d1e8246f167,3.947619680458792,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,17.051349455458794,1619606331,0xf3a0803a37064a52c7222de63a2d7eede4b17864,9.051349455458793,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.961078250749138,1611799715,0x42a3de2b03bd2592a2b958277070e64387242fbc,3.922156501498272,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.403537119482158,1623054373,0x479db4dac1f196bceb97d52e99c3f4959d93b18b,2.807074238964314,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,8.967649661294226,1611835612,0x80d7a0a61bf3c8982b74daf4a51966576b2ed5c6,3.935299322588453,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.989186455865926,1613204480,0xe275325f697201ce25a257c0815e3fe04e72af58,3.978372911731852,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.393737923739934,1622134472,0x0bf6305d4382c37a7c330604048ae9813ddade28,2.78747584747987,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,15.979438966415104,1619551751,0x4dda7e6831592cf7ec58aa4f2cf76350e73bbfc8,7.979438966415103,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,10.944858111761572,1610729915,0x9993c65221dfb6cd386545500c4c26d2a875b914,5.944858111761573,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,MKR,3.198895143652884,1617521122,0x36cc7b13029b5dee4034745fb4f24034f3f2ffc6,0.1392266005570188,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.46105841818106,1610225874,0xc16add8ba17ab81b27e930da8a67848120565d8c,5.461058418181062,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,12.334518646938218,1619766583,0x1c92c53ce67f34e55aa85d78acdfedfb3466ba62,4.334518646938218,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,38.86162582972006,1614034454,0xac4aff25edf7688749c1282f9175e8a0beb3a2a5,33.861625829720055,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,42.90471822936802,1619476692,0x34a0c4d43ced6dc7149b716f00ba8c70672a1a0d,35.90471822936802,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.657499128341223,1624126490,0x0538146cff9325928f6394661fd6d0cc5b792edb,3.314998256682452,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.912217657335198,1619231562,0xdf2583eaef0ed1992e503f06e37392dc2e344f20,3.8244353146703975,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.99530323556751,1619632312,0x81d98b0d2174bb70186dc6cbe63a8d70fe8f2d59,3.990606471135021,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,21.131826005834355,1608016471,0x69087ea14ab04a0b4cdfb3e16954cc0fcef06f17,19.131826005834355,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,5.988584931015989,1609021217,0x2afab81b50410596dcf6c290f1dc8344518e9970,3.9771698620319778,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,8.977515961672943,1611097940,0xbbe63e0b3aecbfbd0050a2176b773a5c0c20564e,3.9550319233458855,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,8.927272365521672,1614084806,0x47130244ea6b04f372f1796e7b50ed88b6598135,3.854544731043341,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.897868477725156,1619313221,0xdf268751c64f91ef7fd10a31b655783e7b905934,3.795736955450313,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,5.350669245514919,1609202386,0x72dbb36793cbfc871ec3bca152ac345147d9dd0d,2.7013384910298406,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.766970343537537,1612621479,0xba681f15a7bacb49ccf4a6577f2b522869db90d8,3.533940687075076,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.957906565234708,1622842107,0xb901c486c50b14197720b7a7019da38a9153c8da,3.915813130469417,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.912738974023366,1623112120,0x370a5275f69cb3c2e76cfe575cf7f846f906b34d,3.825477948046732,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.579443885616865,1626223089,0x42db216500de535075581a07fd0f427411adc9eb,3.1588877712337253,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.992208379340198,1619424557,0xa53d42a4017c7371cf86c4d67fa4abf0d181c649,3.984416758680397,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,14.8281652383722,1609191371,0x403a5a6afd8c1f7857bc9f90386f6412da0cd104,12.8281652383722,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,37.909838159710105,1610387461,0x6264b7f05facadaf24b71a96e1df3f46a654b799,32.9098381597101,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.932725268778697,1613787799,0xeb951ebeed6f03aa0ff637205eaeb93c0ab5713a,3.865450537557394,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,10.557929561354316,1611223699,0xf3edbde6fdf7389021672f61dd79cb904aa36392,5.557929561354318,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.940388009170107,1614420628,0x18a17e923c921e29b06ad0f082e396c88794aa11,3.880776018340212,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,11.982423230735511,1622301231,0xdca51787f58c18fb8f613a27b84b108324ac4c52,3.9648464614710286,swap
Variable,Stable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,11.02749404098564,1611194090,0x7b157ba7ae20ad8e677a2ae8bba99189da363ac5,6.0274940409856415,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,LINK,3.1556777896547232,1610372691,0x1ba177cdd00a459508ccdd88d5530202a2e202db,0.1089744527583061,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.563759194064602,1623010160,0x139ecbbd170e264d9d0a7968d030f6eb5059cee6,3.1275183881292024,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,DAI,25.937733837159016,1619652281,0xfa775d4cfb033b912bb0136fe3ba2b6e379e478a,17.937733837159016,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,10.987094032137712,1621448533,0xf19c705a938b549dc9c21de29ac36d6fe29b06c2,3.974188064275423,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDT,8.576872769662899,1610783037,0x68f593572402632c724bc2d2fca05e91541269f3,3.1537455393257945,swap
Stable,Variable,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,USDC,8.825738008491486,1609559856,0x7b157ba7ae20ad8e677a2ae8bba99189da363ac5,3.651476016982976,swap
